year_film,category,nominee,movie_title,sagwin
2008,tv,mary-louise parker,weeds,False
2008,tv,sally field,brothers & sisters,True
2008,tv,mariska hargitay,law & order: svu,False
2008,tv,elisabeth moss,mad men,False
2008,tv,holly hunter,saving grace,False
2008,tv,kyra sedgwick,the closer,False
2008,actress,angelina jolie,changeling,False
2008,actress,meryl streep,doubt,True
2008,actress,melissa leo,frozen river,False
2008,actress,anne hathaway,rachel getting married,False
2008,actress,kate winslet,revolutionary road,False
2008,supporting actress,amy adams,doubt,False
2008,supporting actress,viola davis,doubt,False
2008,supporting actress,taraji p henson,the curious case of benjamin button,False
2008,supporting actress,kate winslet,the reader,True
2008,supporting actress,penélope cruz,vicky cristina barcelona,False
2008,tv,phylicia rashad,a raisin in the sun,False
2008,tv,susan sarandon,bernard and doris,False
2008,tv,shirley maclaine,coco chanel,False
2008,tv,laura linney,john adams,True
2008,tv,laura dern,recount,False
2008,honorary,james earl jones,,True
2008,tv,alec baldwin,30 rock,True
2008,tv,david duchovny,californication,False
2008,tv,jeremy piven,entourage,False
2008,tv,tony shalhoub,monk,False
2008,tv,steve carell,the office,False
2008,tv,james spader,boston legal,False
2008,tv,william shatner,boston legal,False
2008,tv,michael c hall,dexter,False
2008,tv,hugh laurie,house,True
2008,tv,jon hamm,mad men,False
2008,actor,frank langella,frost/nixon,False
2008,actor,sean penn,milk,True
2008,actor,brad pitt,the curious case of benjamin button,False
2008,actor,richard jenkins,the visitor,False
2008,actor,mickey rourke,the wrestler,False
2008,supporting actor,philip seymour hoffman,doubt,False
2008,supporting actor,josh brolin,milk,False
2008,supporting actor,dev patel,slumdog millionaire,False
2008,supporting actor,heath ledger,the dark knight,True
2008,supporting actor,"robert downey, jr",tropic thunder,False
2008,tv,kiefer sutherland,24: redemption,False
2008,tv,ralph fiennes,bernard and doris,False
2008,tv,paul giamatti,john adams,True
2008,tv,tom wilkinson,john adams,False
2008,tv,kevin spacey,recount,False
2008,stunt,,hell boy ii: the golden army,False
2008,stunt,,indiana jones and the kingdom the crystal skull,False
2008,stunt,,iron man,False
2008,stunt,,the dark knight,True
2008,stunt,,wanted,False
2008,tv,,friday night lights,False
2008,tv,,heroes,True
2008,tv,,prison break,False
2008,tv,,the closer,False
2008,tv,,the unit,False
2007,picture,alan tudyk,3:10 to yuma,False
2007,picture,ben foster,3:10 to yuma,False
2007,picture,christian bale,3:10 to yuma,False
2007,picture,dallas roberts,3:10 to yuma,False
2007,picture,gretchen mol,3:10 to yuma,False
2007,picture,logan lerman,3:10 to yuma,False
2007,picture,peter fonda,3:10 to yuma,False
2007,picture,russell crowe,3:10 to yuma,False
2007,picture,vinessa shaw,3:10 to yuma,False
2007,picture,armand assante,american gangster,False
2007,picture,carla gugino,american gangster,False
2007,picture,chiwetel ejiofor,american gangster,False
2007,picture,"cuba gooding, jr",american gangster,False
2007,picture,denzel washington,american gangster,False
2007,picture,idris elba,american gangster,False
2007,picture,joe morton,american gangster,False
2007,picture,john hawkes,american gangster,False
2007,picture,john ortiz,american gangster,False
2007,picture,josh brolin,american gangster,False
2007,picture,lymari nadal,american gangster,False
2007,picture,"robert fitzgerald ""rza"" diggs",american gangster,False
2007,picture,ruby dee,american gangster,False
2007,picture,russell crowe,american gangster,False
2007,picture,ted levine,american gangster,False
2007,picture,yul vazquez,american gangster,False
2007,picture,allison janney,hairspray,False
2007,picture,amanda bynes,hairspray,False
2007,picture,brittany snow,hairspray,False
2007,picture,christopher walken,hairspray,False
2007,picture,elijah kelley,hairspray,False
2007,picture,james marsden,hairspray,False
2007,picture,jerry stiller,hairspray,False
2007,picture,john travolta,hairspray,False
2007,picture,michelle pfeiffer,hairspray,False
2007,picture,nikki blonsky,hairspray,False
2007,picture,paul dooley,hairspray,False
2007,picture,queen latifah,hairspray,False
2007,picture,zac efron,hairspray,False
2007,picture,brian dierker,into the wild,False
2007,picture,catherine keener,into the wild,False
2007,picture,emile hirsch,into the wild,False
2007,picture,hal holbrook,into the wild,False
2007,picture,jena malone,into the wild,False
2007,picture,kristen stewart,into the wild,False
2007,picture,marcia gay harden,into the wild,False
2007,picture,vince vaughn,into the wild,False
2007,picture,william hurt,into the wild,False
2007,picture,garret dillahunt,no country for old men,True
2007,picture,javier bardem,no country for old men,True
2007,picture,josh brolin,no country for old men,True
2007,picture,kelly macdonald,no country for old men,True
2007,picture,tess harper,no country for old men,True
2007,picture,tommy lee jones,no country for old men,True
2007,picture,woody harrelson,no country for old men,True
2007,tv,,30 rock,False
2007,tv,alec baldwin,30 rock,False
2007,tv,grizz chapman,30 rock,False
2007,tv,jack mcbrayer,30 rock,False
2007,tv,jane krakowski,30 rock,False
2007,tv,judah friedlander,30 rock,False
2007,tv,katrina bowden,30 rock,False
2007,tv,keith powell,30 rock,False
2007,tv,kevin brown,30 rock,False
2007,tv,lonny ross,30 rock,False
2007,tv,maulik pancholy,30 rock,False
2007,tv,scott adsit,30 rock,False
2007,tv,tina fey,30 rock,False
2007,tv,tracy morgan,30 rock,False
2007,tv,,desperate housewives,False
2007,tv,andrea bowen,desperate housewives,False
2007,tv,brenda strong,desperate housewives,False
2007,tv,brent kinsman,desperate housewives,False
2007,tv,dana delany,desperate housewives,False
2007,tv,doug savant,desperate housewives,False
2007,tv,dougray scott,desperate housewives,False
2007,tv,eva longoria,desperate housewives,False
2007,tv,felicity huffman,desperate housewives,False
2007,tv,james denton,desperate housewives,False
2007,tv,john slattery,desperate housewives,False
2007,tv,joy lauren,desperate housewives,False
2007,tv,kathryn joosten,desperate housewives,False
2007,tv,kyle maclachlan,desperate housewives,False
2007,tv,lyndsy fonseca,desperate housewives,False
2007,tv,marcia cross,desperate housewives,False
2007,tv,nathan fillion,desperate housewives,False
2007,tv,nicollette sheridan,desperate housewives,False
2007,tv,rachel fox,desperate housewives,False
2007,tv,ricardo antonio chavira,desperate housewives,False
2007,tv,shane kinsman,desperate housewives,False
2007,tv,shawn pyfrom,desperate housewives,False
2007,tv,teri hatcher,desperate housewives,False
2007,tv,zane huett,desperate housewives,False
2007,tv,,entourage,False
2007,tv,adrian grenier,entourage,False
2007,tv,jeremy piven,entourage,False
2007,tv,jerry ferrara,entourage,False
2007,tv,kevin connolly,entourage,False
2007,tv,kevin dillon,entourage,False
2007,tv,perrey reeves,entourage,False
2007,tv,rex lee,entourage,False
2007,tv,rhys coiro,entourage,False
2007,tv,,the office,True
2007,tv,angela kinsey,the office,True
2007,tv,bj novak,the office,True
2007,tv,brian baumgartner,the office,True
2007,tv,creed bratton,the office,True
2007,tv,ed helms,the office,True
2007,tv,jenna fischer,the office,True
2007,tv,john krasinski,the office,True
2007,tv,kate flannery,the office,True
2007,tv,leslie david baker,the office,True
2007,tv,melora hardin,the office,True
2007,tv,mindy kaling,the office,True
2007,tv,oscar nuñez,the office,True
2007,tv,paul lieberstein,the office,True
2007,tv,phyllis smith,the office,True
2007,tv,rainn wilson,the office,True
2007,tv,steve carell,the office,True
2007,tv,,ugly betty,False
2007,tv,alan dale,ugly betty,False
2007,tv,america ferrera,ugly betty,False
2007,tv,ana ortiz,ugly betty,False
2007,tv,ashley jensen,ugly betty,False
2007,tv,becki newton,ugly betty,False
2007,tv,christopher gorham,ugly betty,False
2007,tv,eric mabius,ugly betty,False
2007,tv,judith light,ugly betty,False
2007,tv,mark indelicato,ugly betty,False
2007,tv,michael urie,ugly betty,False
2007,tv,rebecca romijn,ugly betty,False
2007,tv,tony plana,ugly betty,False
2007,tv,vanessa williams,ugly betty,False
2007,tv,,bosotn legal,False
2007,tv,candice bergen,boston legal,False
2007,tv,christian clemenson,boston legal,False
2007,tv,constance zimmer,boston legal,False
2007,tv,gary anthony williams,boston legal,False
2007,tv,james spader,boston legal,False
2007,tv,john larroquette,boston legal,False
2007,tv,julie bowen,boston legal,False
2007,tv,mark valley,boston legal,False
2007,tv,rene auberjonois,boston legal,False
2007,tv,saffron burrows,boston legal,False
2007,tv,tara summers,boston legal,False
2007,tv,taraji p henson,boston legal,False
2007,tv,william shatner,boston legal,False
2007,tv,,grey's anatomy,False
2007,tv,brooke smith,grey's anatomy,False
2007,tv,chandra wilson,grey's anatomy,False
2007,tv,chyler leigh,grey's anatomy,False
2007,tv,elizabeth reaser,grey's anatomy,False
2007,tv,ellen pompeo,grey's anatomy,False
2007,tv,eric dane,grey's anatomy,False
2007,tv,isaiah washington,grey's anatomy,False
2007,tv,"james pickens, jr",grey's anatomy,False
2007,tv,justin chambers,grey's anatomy,False
2007,tv,kate walsh,grey's anatomy,False
2007,tv,katherine heigl,grey's anatomy,False
2007,tv,patrick dempsey,grey's anatomy,False
2007,tv,sandra oh,grey's anatomy,False
2007,tv,sara ramirez,grey's anatomy,False
2007,tv,tr knight,grey's anatomy,False
2007,tv,,mad men,False
2007,tv,aaron staton,mad men,False
2007,tv,anne dudek,mad men,False
2007,tv,bryan batt,mad men,False
2007,tv,christina hendricks,mad men,False
2007,tv,elisabeth moss,mad men,False
2007,tv,january jones,mad men,False
2007,tv,john slattery,mad men,False
2007,tv,jon hamm,mad men,False
2007,tv,maggie siff,mad men,False
2007,tv,michael gladis,mad men,False
2007,tv,rich sommer,mad men,False
2007,tv,robert morse,mad men,False
2007,tv,vincent kartheiser,mad men,False
2007,tv,,the closer,False
2007,tv,corey reynolds,the closer,False
2007,tv,gw bailey,the closer,False
2007,tv,gina ravera,the closer,False
2007,tv,jk simmons,the closer,False
2007,tv,jon tenney,the closer,False
2007,tv,kyra sedgwick,the closer,False
2007,tv,michael paul chan,the closer,False
2007,tv,phillip p keene,the closer,False
2007,tv,raymond cruz,the closer,False
2007,tv,robert gossett,the closer,False
2007,tv,tony denison,the closer,False
2007,tv,,the sopranos,True
2007,tv,aida turturro,the sopranos,True
2007,tv,arthur nascarella,the sopranos,True
2007,tv,dan grimaldi,the sopranos,True
2007,tv,edie falco,the sopranos,True
2007,tv,frank vincent,the sopranos,True
2007,tv,gregory antonacci,the sopranos,True
2007,tv,james gandolfini,the sopranos,True
2007,tv,jamie-lynn sigler,the sopranos,True
2007,tv,lorraine bracco,the sopranos,True
2007,tv,matt servitto,the sopranos,True
2007,tv,michael imperioli,the sopranos,True
2007,tv,robert iler,the sopranos,True
2007,tv,steven r schirripa,the sopranos,True
2007,tv,steven van zandt,the sopranos,True
2007,tv,tony sirico,the sopranos,True
2007,tv,tina fey,30 rock,True
2007,tv,christina applegate,samantha who?,False
2007,tv,america ferrera,ugly betty,False
2007,tv,vanessa williams,ugly betty,False
2007,tv,mary-louise parker,weeds,False
2007,tv,sally field,brothers & sisters,False
2007,tv,glenn close,damages,False
2007,tv,holly hunter,saving grace,False
2007,tv,kyra sedgwick,the closer,False
2007,tv,edie falco,the sopranos,True
2007,actress,angelina jolie,a mighty heart,False
2007,actress,julie christie,away from her,True
2007,actress,cate blanchett,elizabeth: the golden age,False
2007,actress,ellen page,juno,False
2007,actress,marion cotillard,la vie en rose,False
2007,supporting actress,ruby dee,american gangster,True
2007,supporting actress,amy ryan,gone baby gone,False
2007,supporting actress,cate blanchett,i'm not there,False
2007,supporting actress,catherine keener,into the wild,False
2007,supporting actress,tilda swinton,michael clayton,False
2007,tv,anna paquin,bury my heart at wounded knee,False
2007,tv,queen latifah,life support,True
2007,tv,ellen burstyn,the company,False
2007,tv,vanessa redgrave,the fever,False
2007,tv,debra messing,the starter wife,False
2007,tv,gena rowlands,what if god were the sun,False
2007,honorary,charles durning,,True
2007,tv,alec baldwin,30 rock,True
2007,tv,jeremy piven,entourage,False
2007,tv,ricky gervais,extras,False
2007,tv,tony shalhoub,monk,False
2007,tv,steve carell,the office,False
2007,tv,james spader,boston legal,False
2007,tv,michael c hall,dexter,False
2007,tv,hugh laurie,house,False
2007,tv,jon hamm,mad men,False
2007,tv,james gandolfini,the sopranos,True
2007,actor,viggo mortensen,eastern promises,False
2007,actor,emile hirsch,into the wild,False
2007,actor,ryan gosling,lars and the real girl,False
2007,actor,george clooney,michael clayton,False
2007,actor,daniel day-lewis,there will be blood,True
2007,supporting actor,hal holbrook,into the wild,False
2007,supporting actor,tom wilkinson,michael clayton,False
2007,supporting actor,javier bardem,no country for old men,True
2007,supporting actor,tommy lee jones,no country for old men,False
2007,supporting actor,casey affleck,the assination of jesse james by the coward robert ford,False
2007,tv,kevin kline,as you like it,True
2007,tv,sam shepard,ruffian,False
2007,tv,john turturro,the bronx is burning,False
2007,tv,oliver platt,the bronx is burning,False
2007,tv,michael keaton,the company,False
2007,stunt,,300,False
2007,stunt,,i am legend,False
2007,stunt,,pirates of the caribbean: at world's end,False
2007,stunt,,the bourne ultimatum,True
2007,stunt,,the kingdom,False
2007,tv,,24,True
2007,tv,,heroes,False
2007,tv,,lost,False
2007,tv,,rome,False
2007,tv,,the unit,False
2006,picture,adriana barraza,babel,False
2006,picture,brad pitt,babel,False
2006,picture,cate blanchett,babel,False
2006,picture,gael garcía bernal,babel,False
2006,picture,kôji yakusho,babel,False
2006,picture,rinko kikuchi,babel,False
2006,picture,anthony hopkins,bobby,False
2006,picture,ashton kutcher,bobby,False
2006,picture,brian geraghty,bobby,False
2006,picture,christian slater,bobby,False
2006,picture,david krumholtz,bobby,False
2006,picture,demi moore,bobby,False
2006,picture,elijah wood,bobby,False
2006,picture,emilio estevez,bobby,False
2006,picture,freddy rodriguez,bobby,False
2006,picture,harry belafonte,bobby,False
2006,picture,heather graham,bobby,False
2006,picture,helen hunt,bobby,False
2006,picture,jacob vargas,bobby,False
2006,picture,joshua jackson,bobby,False
2006,picture,joy bryant,bobby,False
2006,picture,laurence fishburne,bobby,False
2006,picture,lindsay lohan,bobby,False
2006,picture,martin sheen,bobby,False
2006,picture,mary elizabeth winstead,bobby,False
2006,picture,nick cannon,bobby,False
2006,picture,sharon stone,bobby,False
2006,picture,shia laboeuf,bobby,False
2006,picture,svetlana metkina,bobby,False
2006,picture,william h macy,bobby,False
2006,picture,anika noni rose,dreamgirls,False
2006,picture,beyoncé knowles,dreamgirls,False
2006,picture,danny glover,dreamgirls,False
2006,picture,eddie murphy,dreamgirls,False
2006,picture,jamie foxx,dreamgirls,False
2006,picture,jennifer hudson,dreamgirls,False
2006,picture,keith robinson,dreamgirls,False
2006,picture,abigail breslin,little miss sunshine,True
2006,picture,alan arkin,little miss sunshine,True
2006,picture,greg kinnear,little miss sunshine,True
2006,picture,paul dano,little miss sunshine,True
2006,picture,steve carell,little miss sunshine,True
2006,picture,toni collette,little miss sunshine,True
2006,picture,alec baldwin,the departed,False
2006,picture,anthony anderson,the departed,False
2006,picture,jack nicholson,the departed,False
2006,picture,leonardo dicaprio,the departed,False
2006,picture,mark wahlberg,the departed,False
2006,picture,martin sheen,the departed,False
2006,picture,matt damon,the departed,False
2006,picture,ray winstone,the departed,False
2006,picture,vera farmiga,the departed,False
2006,tv,,desperate housewives,False
2006,tv,alfre woodard,desperate housewives,False
2006,tv,andrea bowen,desperate housewives,False
2006,tv,brenda strong,desperate housewives,False
2006,tv,brent kinsman,desperate housewives,False
2006,tv,doug savant,desperate housewives,False
2006,tv,dougray scott,desperate housewives,False
2006,tv,eva longoria,desperate housewives,False
2006,tv,felicity huffman,desperate housewives,False
2006,tv,james denton,desperate housewives,False
2006,tv,josh henderson,desperate housewives,False
2006,tv,joy lauren,desperate housewives,False
2006,tv,kathryn joosten,desperate housewives,False
2006,tv,kiersten warren,desperate housewives,False
2006,tv,kyle maclachlan,desperate housewives,False
2006,tv,laurie metcalf,desperate housewives,False
2006,tv,marcia cross,desperate housewives,False
2006,tv,mehcad brooks,desperate housewives,False
2006,tv,nashawn kearse,desperate housewives,False
2006,tv,nicollette sheridan,desperate housewives,False
2006,tv,ricardo antonio chavira,desperate housewives,False
2006,tv,richard burgi,desperate housewives,False
2006,tv,shane kinsman,desperate housewives,False
2006,tv,shawn pyfrom,desperate housewives,False
2006,tv,teri hatcher,desperate housewives,False
2006,tv,zane huett,desperate housewives,False
2006,tv,,entourage,False
2006,tv,adrian grenier,entourage,False
2006,tv,debi mazar,entourage,False
2006,tv,jeremy piven,entourage,False
2006,tv,jerry ferrara,entourage,False
2006,tv,kevin connolly,entourage,False
2006,tv,kevin dillon,entourage,False
2006,tv,perrey reeves,entourage,False
2006,tv,rex lee,entourage,False
2006,tv,,the office,True
2006,tv,angela kinsey,the office,True
2006,tv,bj novak,the office,True
2006,tv,brian baumgartner,the office,True
2006,tv,creed bratton,the office,True
2006,tv,david denman,the office,True
2006,tv,jenna fischer,the office,True
2006,tv,john krasinski,the office,True
2006,tv,kate flannery,the office,True
2006,tv,leslie david baker,the office,True
2006,tv,melora hardin,the office,True
2006,tv,mindy kaling,the office,True
2006,tv,oscar nuñez,the office,True
2006,tv,paul lieberstein,the office,True
2006,tv,phyllis smith,the office,True
2006,tv,rainn wilson,the office,True
2006,tv,steve carell,the office,True
2006,tv,,ugly betty,False
2006,tv,alan dale,ugly betty,False
2006,tv,america ferrera,ugly betty,False
2006,tv,ana ortiz,ugly betty,False
2006,tv,ashley jensen,ugly betty,False
2006,tv,becki newton,ugly betty,False
2006,tv,eric mabius,ugly betty,False
2006,tv,kevin sussman,ugly betty,False
2006,tv,mark indelicato,ugly betty,False
2006,tv,michael urie,ugly betty,False
2006,tv,tony plana,ugly betty,False
2006,tv,vanessa williams,ugly betty,False
2006,tv,,weeds,False
2006,tv,alexander gould,weeds,False
2006,tv,elizabeth perkins,weeds,False
2006,tv,hunter parrish,weeds,False
2006,tv,justin kirk,weeds,False
2006,tv,kevin nealon,weeds,False
2006,tv,martin donovan,weeds,False
2006,tv,mary-louise parker,weeds,False
2006,tv,romany malco,weeds,False
2006,tv,tonye patano,weeds,False
2006,tv,,24,False
2006,tv,glenn morshower,24,False
2006,tv,gregory itzin,24,False
2006,tv,james morrison,24,False
2006,tv,jayne atkinson,24,False
2006,tv,jean smart,24,False
2006,tv,jude ciccolella,24,False
2006,tv,kiefer sutherland,24,False
2006,tv,kim raver,24,False
2006,tv,louis lombardi,24,False
2006,tv,mary lynn rajskub,24,False
2006,tv,roger cross,24,False
2006,tv,,bosotn legal,False
2006,tv,candice bergen,boston legal,False
2006,tv,craig bierko,boston legal,False
2006,tv,james spader,boston legal,False
2006,tv,julie bowen,boston legal,False
2006,tv,mark valley,boston legal,False
2006,tv,rene auberjonois,boston legal,False
2006,tv,william shatner,boston legal,False
2006,tv,,deadwood,False
2006,tv,anna gunn,deadwood,False
2006,tv,brad dourif,deadwood,False
2006,tv,bree seanna wall,deadwood,False
2006,tv,brent sexton,deadwood,False
2006,tv,brian cox,deadwood,False
2006,tv,dayton callie,deadwood,False
2006,tv,gerald mcraney,deadwood,False
2006,tv,ian mcshane,deadwood,False
2006,tv,jeffrey jones,deadwood,False
2006,tv,jim beaver,deadwood,False
2006,tv,john hawkes,deadwood,False
2006,tv,kim dickens,deadwood,False
2006,tv,leon rippy,deadwood,False
2006,tv,molly parker,deadwood,False
2006,tv,paula malcomson,deadwood,False
2006,tv,powers boothe,deadwood,False
2006,tv,robin weigert,deadwood,False
2006,tv,sean bridgers,deadwood,False
2006,tv,timothy olyphant,deadwood,False
2006,tv,titus welliver,deadwood,False
2006,tv,w earl brown,deadwood,False
2006,tv,william sanderson,deadwood,False
2006,tv,,grey's anatomy,True
2006,tv,chandra wilson,grey's anatomy,True
2006,tv,ellen pompeo,grey's anatomy,True
2006,tv,eric dane,grey's anatomy,True
2006,tv,isaiah washington,grey's anatomy,True
2006,tv,"james pickens, jr",grey's anatomy,True
2006,tv,justin chambers,grey's anatomy,True
2006,tv,kate walsh,grey's anatomy,True
2006,tv,katherine heigl,grey's anatomy,True
2006,tv,patrick dempsey,grey's anatomy,True
2006,tv,sandra oh,grey's anatomy,True
2006,tv,sara ramirez,grey's anatomy,True
2006,tv,tr knight,grey's anatomy,True
2006,tv,,the sopranos,False
2006,tv,aida turturro,the sopranos,False
2006,tv,dan grimaldi,the sopranos,False
2006,tv,dominic chianese,the sopranos,False
2006,tv,edie falco,the sopranos,False
2006,tv,frank vincent,the sopranos,False
2006,tv,james gandolfini,the sopranos,False
2006,tv,jamie-lynn sigler,the sopranos,False
2006,tv,joseph r gannascoli,the sopranos,False
2006,tv,lorraine bracco,the sopranos,False
2006,tv,max casella,the sopranos,False
2006,tv,michael imperioli,the sopranos,False
2006,tv,robert iler,the sopranos,False
2006,tv,sharon angela,the sopranos,False
2006,tv,steven r schirripa,the sopranos,False
2006,tv,steven van zandt,the sopranos,False
2006,tv,tony sirico,the sopranos,False
2006,tv,felicity huffman,desperate housewives,False
2006,tv,jaime pressly,my name is earl,False
2006,tv,julia louis-dreyfus,the new adventures of old christine,False
2006,tv,america ferrera,ugly betty,True
2006,tv,mary-louise parker,weeds,False
2006,tv,megan mullally,will & grace,False
2006,tv,chandra wilson,grey's anatomy,True
2006,tv,mariska hargitay,law & order: svu,False
2006,tv,patricia arquette,medium,False
2006,tv,kyra sedgwick,the closer,False
2006,tv,edie falco,the sopranos,False
2006,actress,kate winslet,little children,False
2006,actress,judi dench,notes on a scandal,False
2006,actress,meryl streep,the devil wears prada,False
2006,actress,helen mirren,the queen,True
2006,actress,penélope cruz,volver,False
2006,supporting actress,adriana barraza,babel,False
2006,supporting actress,rinko kikuchi,babel,False
2006,supporting actress,jennifer hudson,dreamgirls,True
2006,supporting actress,abigail breslin,little miss sunshine,False
2006,supporting actress,cate blanchett,notes on a scandal,False
2006,tv,greta scacchi,broken trail,False
2006,tv,helen mirren,elizabeth i,True
2006,tv,shirley jones,hidden places,False
2006,tv,annette bening,mrs. harris,False
2006,tv,cloris leachman,mrs. harris,False
2006,honorary,julie andrews,,True
2006,tv,alec baldwin,30 rock,True
2006,tv,jeremy piven,entourage,False
2006,tv,tony shalhoub,monk,False
2006,tv,jason lee,my name is earl,False
2006,tv,steve carell,the office,False
2006,tv,kiefer sutherland,24,False
2006,tv,james spader,boston legal,False
2006,tv,michael c hall,dexter,False
2006,tv,hugh laurie,house,True
2006,tv,james gandolfini,the sopranos,False
2006,actor,leonardo dicaprio,blood diamond,False
2006,actor,ryan gosling,half nelson,False
2006,actor,will smith,pursuit of happyness,False
2006,actor,forest whitaker,the last king of scotland,True
2006,actor,peter o'toole,venus,False
2006,supporting actor,djimon hounsou,blood diamond,False
2006,supporting actor,eddie murphy,dreamgirls,True
2006,supporting actor,jackie earle haley,little children,False
2006,supporting actor,alan arkin,little miss sunshine,False
2006,supporting actor,leonardo dicaprio,the departed,False
2006,tv,robert duvall,broken trail,False
2006,tv,thomas haden church,broken trail,False
2006,tv,jeremy irons,elizabeth i,True
2006,tv,william h macy,nightmares & dreamscapes,False
2006,tv,matthew perry,the ron clark story,False
2005,picture,anna faris,brokeback mountain,False
2005,picture,anne hathaway,brokeback mountain,False
2005,picture,heath ledger,brokeback mountain,False
2005,picture,jake gyllenhaal,brokeback mountain,False
2005,picture,linda cardellini,brokeback mountain,False
2005,picture,michelle williams,brokeback mountain,False
2005,picture,randy quaid,brokeback mountain,False
2005,picture,bob balaban,capote,False
2005,picture,bruce greenwood,capote,False
2005,picture,catherine keener,capote,False
2005,picture,chris cooper,capote,False
2005,picture,"clifton collins, jr",capote,False
2005,picture,mark pellegrino,capote,False
2005,picture,marshall bell,capote,False
2005,picture,philip seymour hoffman,capote,False
2005,picture,brendan fraser,crash,True
2005,picture,"chris ""ludacris"" bridges",crash,True
2005,picture,don cheadle,crash,True
2005,picture,jennifer esposito,crash,True
2005,picture,larenz tate,crash,True
2005,picture,matt dillon,crash,True
2005,picture,ryan phillippe,crash,True
2005,picture,sandra bullock,crash,True
2005,picture,terrence howard,crash,True
2005,picture,thandie newton,crash,True
2005,picture,william fichtner,crash,True
2005,picture,alex borstein,"good night, and good luck.",False
2005,picture,david strathairn,"good night, and good luck.",False
2005,picture,diane reeves,"good night, and good luck.",False
2005,picture,frank langella,"good night, and good luck.",False
2005,picture,george clooney,"good night, and good luck.",False
2005,picture,grant heslov,"good night, and good luck.",False
2005,picture,jeff daniels,"good night, and good luck.",False
2005,picture,matt ross,"good night, and good luck.",False
2005,picture,patricia clarkson,"good night, and good luck.",False
2005,picture,peter jacobson,"good night, and good luck.",False
2005,picture,ray wise,"good night, and good luck.",False
2005,picture,reed diamond,"good night, and good luck.",False
2005,picture,"robert downey, jr","good night, and good luck.",False
2005,picture,robert john burke,"good night, and good luck.",False
2005,picture,rose abdoo,"good night, and good luck.",False
2005,picture,tate donovan,"good night, and good luck.",False
2005,picture,tom mccarthy,"good night, and good luck.",False
2005,picture,anthony anderson,hustle & flow,False
2005,picture,"chris ""ludacris"" bridges",hustle & flow,False
2005,picture,dj qualls,hustle & flow,False
2005,picture,elise neal,hustle & flow,False
2005,picture,isaac hayes,hustle & flow,False
2005,picture,paula jai parker,hustle & flow,False
2005,picture,taraji p henson,hustle & flow,False
2005,picture,taryn manning,hustle & flow,False
2005,picture,terrence howard,hustle & flow,False
2005,tv,,arrested development,False
2005,tv,alia shawkat,arrested development,False
2005,tv,david cross,arrested development,False
2005,tv,jason bateman,arrested development,False
2005,tv,jeffrey tambor,arrested development,False
2005,tv,jessica walter,arrested development,False
2005,tv,michael cera,arrested development,False
2005,tv,portia de rossi,arrested development,False
2005,tv,tony hale,arrested development,False
2005,tv,will arnett,arrested development,False
2005,tv,,bosotn legal,False
2005,tv,candice bergen,boston legal,False
2005,tv,james spader,boston legal,False
2005,tv,julie bowen,boston legal,False
2005,tv,justin mentell,boston legal,False
2005,tv,mark valley,boston legal,False
2005,tv,monica potter,boston legal,False
2005,tv,rene auberjonois,boston legal,False
2005,tv,rhona mitra,boston legal,False
2005,tv,ryan michelle bathe,boston legal,False
2005,tv,william shatner,boston legal,False
2005,tv,,curb your enthusiasm,False
2005,tv,cheryl hines,curb your enthusiasm,False
2005,tv,jeff garlin,curb your enthusiasm,False
2005,tv,larry david,curb your enthusiasm,False
2005,tv,richard lewis,curb your enthusiasm,False
2005,tv,shelley berman,curb your enthusiasm,False
2005,tv,susie essman,curb your enthusiasm,False
2005,tv,,desperate housewives,True
2005,tv,alfre woodard,desperate housewives,True
2005,tv,andrea bowen,desperate housewives,True
2005,tv,brenda strong,desperate housewives,True
2005,tv,brent kinsman,desperate housewives,True
2005,tv,doug savant,desperate housewives,True
2005,tv,eva longoria,desperate housewives,True
2005,tv,felicity huffman,desperate housewives,True
2005,tv,james denton,desperate housewives,True
2005,tv,marcia cross,desperate housewives,True
2005,tv,mark moses,desperate housewives,True
2005,tv,mehcad brooks,desperate housewives,True
2005,tv,nicollette sheridan,desperate housewives,True
2005,tv,ricardo antonio chavira,desperate housewives,True
2005,tv,roger bart,desperate housewives,True
2005,tv,shane kinsman,desperate housewives,True
2005,tv,steven culp,desperate housewives,True
2005,tv,teri hatcher,desperate housewives,True
2005,tv,brad garrett,everybody loves raymond,False
2005,tv,doris roberts,everybody loves raymond,False
2005,tv,madylin sweeten,everybody loves raymond,False
2005,tv,monica horan,everybody loves raymond,False
2005,tv,patricia heaton,everybody loves raymond,False
2005,tv,peter boyle,everybody loves raymond,False
2005,tv,ray romano,everybody loves raymond,False
2005,tv,,my name is earl,False
2005,tv,eddie steeples,my name is earl,False
2005,tv,ethan suplee,my name is earl,False
2005,tv,jaime pressly,my name is earl,False
2005,tv,jason lee,my name is earl,False
2005,tv,nadine velazquez,my name is earl,False
2005,tv,,grey's anatomy,False
2005,tv,chandra wilson,grey's anatomy,False
2005,tv,ellen pompeo,grey's anatomy,False
2005,tv,isaiah washington,grey's anatomy,False
2005,tv,"james pickens, jr",grey's anatomy,False
2005,tv,justin chambers,grey's anatomy,False
2005,tv,kate walsh,grey's anatomy,False
2005,tv,katherine heigl,grey's anatomy,False
2005,tv,patrick dempsey,grey's anatomy,False
2005,tv,sandra oh,grey's anatomy,False
2005,tv,tr knight,grey's anatomy,False
2005,tv,,lost,True
